,field_1,X,Y,green_cove,green_co_1,green_co_2,green_co_3,landuse_majority,elevation_mean,elevation_range,elevation_majority,slope_mean,orientation_mean
3611,3611,3661986.5079,2063673.1382,2500,300638,120.2552,115.0,111.0,17.1382706744928,25.75,14.0699996948242,9.04797103239181,287.64326246564497
3612,3612,3661995.1035,2063772.5087,2498,300077,120.12690152,104.0,111.0,12.2357286280723,3.6999998092651403,11.609999656677198,1.44006422167672,199.23526309483
3613,3613,3662003.672,2063871.7708,2503,281129,112.31681982,101.0,111.0,12.0874563654759,1.3000001907348602,11.8299999237061,0.8328638851196691,155.053990178572
3614,3614,3662012.2618,2063971.2533,2502,274661,109.77657874,97.0,111.0,12.9213930362493,2.32999992370605,12.2600002288818,1.3640400721918602,174.23864992815498
3615,3615,3662020.8305,2064070.5155,2495,238566,95.617635271,94.0,111.0,15.5103517680911,5.479999542236331,16.0900001525879,3.3934992074067902,149.236208815071
3616,3616,3662029.3994,2064169.7779,2506,251747,100.45770152,98.0,111.0,19.637791574445,5.4100017547607395,18.9200000762939,2.806127082917,164.927334390266
3617,3617,3662038.0169,2064269.369,2505,250035,99.814371257,98.0,111.0,20.6068158980033,4.02000045776367,20.2399997711182,1.99541653937368,134.700933783802
3618,3618,3662046.5777,2064368.6324,2496,258764,103.67147436,99.0,111.0,22.3559296047268,6.689998626708981,21.1800003051758,3.11788548985917,119.923314329368
3619,3619,3662055.147,2064467.8949,2499,258196,103.31972789,99.0,111.0,24.0981453439048,5.55999946594238,23.280000686645497,2.9571883257170404,98.80830499940652
3620,3620,3662063.727,2064567.2677,2499,248886,99.594237695,100.0,111.0,24.4939000225067,4.77000045776367,22.969999313354503,2.7323114773631096,100.215485553741
3621,3621,3662072.3133,2064666.5287,2496,246981,98.950721154,99.0,111.0,24.6205025390165,4.390001296997069,23.4500007629395,2.3166133494832404,82.60028218024941
3622,3622,3662080.8913,2064765.7906,2498,253993,101.67854283,97.0,111.0,25.825714288200103,3.93000030517578,25.4799995422363,1.73783171161972,93.8767311316086
3623,3623,3662089.4634,2064865.1645,2499,255230,102.13285314,98.0,111.0,25.5382160876864,1.39999961853027,25.600000381469698,0.7568759461771228,96.6354231907026
3624,3624,3662098.025,2064964.4283,2496,297624,119.24038462,106.0,111.0,25.7771286712185,2.76000022888184,25.600000381469698,1.21931026162819,163.085496423895
3625,3625,3662106.6201,2065063.6887,2495,220136,88.23086172299999,90.0,111.0,30.204962422076896,5.7199993133544895,25.600000381469698,2.83498609055739,152.69505536403798
3626,3626,3662115.1904,2065162.9518,2513,226994,90.327894946,90.0,111.0,30.9572592841254,0.7899990081787109,31.149999618530302,0.48261603054441,139.695410132702
3627,3627,3662123.8055,2065262.7667,2512,239810,95.465764331,91.0,111.0,31.2641234739327,1.33999824523926,31.0900001525879,0.788860269773889,150.236660917306
3628,3628,3662132.376,2065362.0299,2496,246660,98.822115385,94.0,111.0,31.7406297294559,2.1100006103515603,31.1100006103516,1.40954492860462,134.007279666305
3629,3629,3662140.9467,2065461.2932,2496,270162,108.23798077,101.0,111.0,33.4529898562024,4.78999900817871,35.439998626709,2.86715437178898,181.82379533777302
3630,3630,3662149.5342,2065560.5548,2495,252129,101.05370741,98.0,111.0,36.175050237071,2.8499984741210898,35.810001373291,1.5745706767892098,138.782233626399
3631,3631,3662158.0968,2065659.8192,2495,255478,102.39599198,96.0,111.0,38.5957035467253,3.3100013732910196,37.7599983215332,1.59901647411998,154.971575828054
3632,3632,3662166.6762,2065759.0818,2496,250971,100.54927885,98.0,111.0,40.7737689281828,2.8900032043457,40.180000305175795,1.34838354108322,145.946287797324
3633,3633,3662175.2389999996,2065858.3463,2495,260392,104.36553106,102.0,111.0,42.720979920583794,3.9599990844726602,42.939998626709,1.81028071854582,142.484373063897
3634,3634,3662183.8104,2065957.61,2495,258451,103.58757515,100.0,111.0,45.439045259101896,4.05999755859375,45.470001220703104,1.86690288632359,149.812880127873
3635,3635,3662192.3985,2066056.872,2496,258711,103.65024038,98.0,111.0,47.8951378824717,2.8599967956543,47.439998626709006,1.4311663642861798,158.790784142669
3636,3636,3662200.9701,2066156.1358,2516,265128,105.37678855,97.0,111.0,49.94746297451079,3.51000213623047,50.189998626709006,1.47404793873796,146.396980548727
3637,3637,3662209.6057,2066256.0608,2516,266177,105.79372019,99.0,111.0,52.329234653049,3.4599990844726602,51.709999084472706,1.70030679732193,150.503581784095
3638,3638,3662218.1859,2066355.3239,2495,280727,112.51583166,105.0,111.0,54.9008541778104,3.07999801635742,54.619998931884794,1.57979577839674,151.649874854926
3639,3639,3662226.7496,2066454.5888,2499,260117,104.08843537,100.0,111.0,56.5933248806,2.6899986267089804,56.4000015258789,1.2120237705111498,124.13474393844601
3640,3640,3662235.3239999996,2066553.9640000002,2500,266381,106.5524,99.0,112.0,57.93147870592011,3.3899993896484397,57.66999816894529,1.4416799225603998,127.13253728727899
3641,3641,3662243.9214,2066653.2256,2495,254932,102.17715431,98.0,112.0,59.4106533108045,3.43000030517578,59.470001220703104,1.5090011326811401,126.652408906563
3642,3642,3662252.4855,2066752.4908,2499,264480,105.83433373,102.0,112.0,61.3020801878812,4.029998779296879,61.3199996948242,1.83315558720352,131.99519000137101
3643,3643,3662261.0687,2066851.8653,2499,302441,121.02480992,117.0,112.0,63.2473565289504,3.97000122070312,62.0099983215332,1.71208782430896,129.835110271958
3644,3644,3662269.6414,2066951.1297,2495,273960,109.80360721,103.0,112.0,66.0539849647006,5.80999755859375,63.540000915527294,2.8755039512961695,139.178185599191
3645,3645,3662278.2142,2067050.3942,2510,263230,104.87250996,101.0,112.0,70.458982595439,8.70000457763672,68.9199981689453,3.9511232316937703,144.995403772548
3646,3646,3662286.8464,2067150.0978,2508,278877,111.19497608,104.0,112.0,77.877816458198,9.07999420166016,77.13999938964841,4.39115888486725,162.843872941161
3647,3647,3662295.4112,2067249.3633,2500,282701,113.0804,105.0,112.0,84.2871320919503,9.1199951171875,82.25,4.76253813490309,165.16951639456002
3648,3648,3662304.0035,2067348.7374,2498,270741,108.38310649,100.0,112.0,93.592675075531,9.98999786376953,90.1999969482422,5.13269495010376,164.086949119568
3649,3649,3662312.5685,2067448.003,2496,273480,109.56730769,103.0,112.0,102.37977435654601,10.6800003051758,101.62999725341801,6.2610217631610094,155.20605594651698
3650,3650,3662321.1421,2067547.2679,2495,257341,103.14268537,99.0,112.0,104.828266316323,5.899993896484379,103.540000915527,3.03983499626418,119.987076671685
3651,3651,3662329.7158,2067646.5329,2499,263585,105.47619048,101.0,111.0,107.35964916105,9.70999908447266,107.209999084473,3.32996412357759,168.297306669211
3652,3652,3662338.3169,2067745.9064,2499,266785,106.75670268,102.0,111.0,111.245275363922,12.279998779296902,109.180000305176,6.878097837269309,259.00544995784804
3653,3653,3662346.8909,2067845.1715,2496,257589,103.20072115,101.0,111.0,104.54308273200701,11.779998779296902,102.470001220703,5.35441957948202,266.55347813609797
3654,3654,3662355.465,2067944.4367,2498,249383,99.83306645299999,99.0,111.0,98.896224937439,7.19000244140625,97.4300003051758,4.48756693184376,151.534712637067
3655,3655,3662364.0498,2068043.8121,2516,252232,100.25119237,99.0,111.0,98.94280782239191,3.2099990844726602,99.25,1.8810642951815,177.317172008195
3656,3656,3662372.6689999998,2068143.6292,2507,254061,101.34064619,98.0,111.0,103.066543108151,8.86000061035156,100.290000915527,3.86322449964506,196.577503910771
3657,3657,3662381.2352,2068242.8955,2500,256531,102.6124,100.0,111.0,109.75113074144501,11.480003356933599,108.720001220703,4.721973917592111,218.375974377196
3658,3658,3662389.8182,2068342.1601,2498,254395,101.83947158,97.0,111.0,113.61255634279199,15.480003356933599,110.98999786376999,7.21159997589905,263.834960631559
3659,3659,3662398.4096,2068441.4239,2495,267235,107.10821643,101.0,111.0,116.997085398765,18.2099990844727,111.26999664306601,9.24833695058847,228.087444497113
3660,3660,3662406.9846,2068540.6896,2495,257452,103.18717435,101.0,111.0,121.795176766135,19.9599990844727,114.26999664306601,10.4720074103609,234.56558219813098
3661,3661,3662415.5596,2068639.9553,2496,260300,104.28685897,101.0,111.0,126.62340059448601,17.5299987792969,126.970001220703,9.85728647937102,236.597107644646
3662,3662,3662424.1265,2068739.2219,2495,258822,103.73627255,101.0,111.0,133.565502530965,6.19999694824219,133.25,2.23710475742218,199.820062723591
3663,3663,3662432.7018,2068838.4878,2496,264386,105.92387821,101.0,111.0,136.72871851321997,6.21000671386719,134.759994506836,3.2219373191421403,145.176343179827
3664,3664,3662441.2856,2068937.7529,2495,250705,100.48296593,99.0,111.0,139.090776754202,6.730010986328121,138.210006713867,3.2226039876316404,102.817055322174
3665,3665,3662449.8529,2069037.0197,2513,267036,106.26183844,102.0,111.0,142.533629504545,13.8899993896484,137.479995727539,6.243938882556959,126.524853685167
3666,3666,3662458.4735,2069136.8376,2513,272405,108.39832869,97.0,112.0,149.21775241428003,13.6100006103516,148.759994506836,6.4445919010374295,124.16565551757799
3667,3667,3662467.0744,2069236.1012,2498,261701,104.76421137,95.0,112.0,156.298395830886,17.6199951171875,155.889999389648,8.989823025868349,141.219523582841
3668,3668,3662475.6527,2069335.4784,2499,275904,110.40576229999999,101.0,112.0,160.582393769909,11.9299926757812,163.419998168945,7.05865211498708,104.377279067575
3669,3669,3662484.2289,2069434.7448,2496,262806,105.29086538,97.0,112.0,157.921357082961,19.6600036621094,163.419998168945,15.6428038009148,139.68013145696
3670,3670,3662492.8052,2069534.0111,2495,266155,106.6753507,98.0,112.0,163.746196372083,17.680007934570302,164.589996337891,14.918737466749699,138.270796573432
3671,3671,3662501.3816,2069633.2776,2499,256258,102.54421769,95.0,112.0,170.26723170102102,25.1000061035156,170.139999389648,14.0372228747294,139.141662616682
3672,3672,3662509.9688,2069732.6543,2499,270834,108.37695078,99.0,112.0,178.97559997558602,21.5,177.919998168945,12.2192593854666,103.461795659065
3673,3673,3662518.5372,2069831.9218,2496,268472,107.56089744,102.0,112.0,180.100703253818,24.010009765625,174.699996948242,11.2677888534776,137.65453949645502
3674,3674,3662527.1224,2069931.1876,2498,282600,113.13050439999999,106.0,112.0,190.579045358016,20.8099975585938,184.210006713867,11.197905861477802,104.58108764377701
3675,3675,3662535.7017,2070030.5654,2506,275091,109.77294493,100.0,112.0,188.46758683996998,22.6500091552734,179.419998168945,9.79913284944658,83.3762298650409
3676,3676,3662544.3168,2070130.0509,2510,306278,122.02310757,126.0,112.0,183.30358894272598,17.580001831054698,174.949996948242,9.72448841875216,81.1030802998212
3677,3677,3662552.9153,2070229.5382,2502,257530,102.92965627,98.0,112.0,179.195037004656,10.6199951171875,175.350006103516,5.54141611277017,83.5065575644857
3678,3678,3662561.4927,2070328.8052,2495,249993,100.19759519,97.0,112.0,177.264195811209,8.83000183105469,174.899993896484,6.075053852070219,158.707630637043
3679,3679,3662570.0702,2070428.0722,2499,253616,101.48699479999999,98.0,112.0,180.570974960327,11.8600006103516,176.539993286133,7.085680511891839,82.9304478469491
3680,3680,3662578.6502,2070527.4504,2499,255392,102.19767907,97.0,112.0,182.776055034082,19.0200042724609,181.889999389648,9.252199947085211,123.059384178277
3681,3681,3662587.228,2070626.7176,2496,289740,116.08173077,118.0,112.0,192.42407054038503,15.5,190.550003051758,7.5325036420295,122.288239100471
3682,3682,3662595.8060000003,2070725.9849,2499,275399,110.20368147,104.0,112.0,196.82325832586798,13.6900024414062,197.800003051758,7.3762184226124505,104.961610311255
3683,3683,3662604.3947,2070825.3625,2499,318381,127.40336134,132.0,112.0,208.880722959143,34.350006103515604,214.88000488281202,16.0531695343907,153.213889200491
3684,3684,3662612.973,2070924.6299,2495,338217,135.55791583,136.0,323.0,242.45518803417198,59.96000671386721,225.27000427246102,28.615108707494898,130.216649277766
3685,3685,3662621.543,2071023.8983,2516,363372,144.42448331,148.0,323.0,248.94142184537998,49.1300048828125,234.089996337891,22.168406292504002,68.0920937303819
3686,3686,3662630.1769999997,2071123.8279,2508,368862,147.07416268,150.0,323.0,218.93463059599202,45.6199951171875,199.960006713867,22.5597950425641,105.46855839514299
3687,3687,3662638.7806,2071223.0929,2500,359518,143.8072,146.0,323.0,210.731234072438,32.8200073242188,200.429992675781,15.6807438036056,107.32124245977501
3688,3688,3662647.3594,2071322.3606,2499,363107,145.30092037,148.0,312.0,211.55259450917302,44.96000671386721,208.97999572753898,21.070255302361897,72.0449068276047
3689,3689,3662655.9383,2071421.6285,2496,364093,145.87059295,146.0,312.0,195.33859658301003,43.6100006103516,176.820007324219,18.607792029105898,62.9690055974145
3690,3690,3662664.5174,2071520.8963,2495,360168,144.35591182,147.0,312.0,185.625944584383,20.189987182617198,178.210006713867,15.4832125989256,148.30133414869
3691,3691,3662673.0883,2071620.1652,2496,345071,138.24959936,142.0,312.0,213.73165423171002,42.720001220703104,196.100006103516,21.4134920175213,163.218347363006
3692,3692,3662681.6676,2071719.4332,2496,343373,137.5693109,139.0,312.0,244.896959544426,52.7400054931641,225.190002441406,23.935885314366303,155.251135744641
3693,3693,3662690.2554,2071818.7005,2495,340164,136.33827655,139.0,323.0,276.712235762246,58.40998840332029,252.99000549316398,27.2046709252362,156.86922533428302
3694,3694,3662698.8267,2071917.9695,2495,342679,137.34629259,141.0,323.0,302.513031923681,39.959991455078104,293.589996337891,20.228526460795802,90.07238774311571
3695,3695,3662707.3981,2072017.2387,2513,365778,145.55431755,147.0,312.0,278.22017298568903,71.0500183105469,278.230010986328,29.611849834300898,61.561956692919296
3696,3696,3662716.0312,2072117.0579,2513,358419,142.62594509,143.0,323.0,283.79740150376097,46.4500122070312,260.779998779297,27.3814041874196,159.948333041503
3697,3697,3662724.6112,2072216.3263,2495,352305,141.20440882,143.0,323.0,314.264621830466,40.25,300.480010986328,22.792193216894102,121.735249615195
3698,3698,3662733.1914,2072315.5948,2496,357275,143.13902244,143.0,323.0,301.552331145246,64.17001342773439,293.369995117188,28.648449407783104,64.852538876665
3699,3699,3662741.7717,2072414.8634,2499,354146,141.71508603,142.0,323.0,276.029199676514,67.8800201416016,257.899993896484,26.6088311004639,91.1668472141027
3700,3700,3662750.3627,2072514.2422,2499,351085,140.49019608,144.0,323.0,256.646658662576,49.56999206542971,250.110000610352,25.906736988518098,135.634713006079
3701,3701,3662758.935,2072613.5118,2495,360651,144.549499,149.0,323.0,286.470049941749,45.300018310546896,270.959991455078,25.9874675650346,153.58686841998198
3702,3702,3662767.5157,2072712.7806,5752,832990,144.8174548,148.0,312.0,227.846688605191,209.03001403808602,188.100006103516,22.6159187544203,85.54436278365259
3703,3703,3661674.7802,2058895.6037,10117,1247786,123.33557379,128.0,121.0,3.36180365239181,2.5,3.79999995231628,0.733184279720057,176.541030481599
3704,3704,3661683.3321,2058994.8631,2499,223841,89.57222889200001,90.0,121.0,3.06200000524521,0.81000018119812,2.8800001144409197,0.532860073321499,242.045319865521
3705,3705,3661691.9198,2059094.2301,2512,232157,92.41918789799999,91.0,121.0,3.30674074549734,1.16000008583069,2.89000010490417,1.49614083404526,129.687859708292
3706,3706,3661700.5228,2059193.9294,2510,228235,90.93027888399999,88.0,121.0,3.0220049779013802,0.730000019073486,2.89000010490417,0.49005433301081797,192.321565546163
3707,3707,3661709.1002,2059293.1864,2501,226571,90.592163135,90.0,121.0,3.4067830510270296,1.24000000953674,2.92000007629395,0.662896406695135,131.352513711303
3708,3708,3661717.6822,2059392.6655,2500,232818,93.1272,91.0,121.0,3.46494999706745,1.16000008583069,3.32999992370605,0.936748591181822,90.4192449259758
3709,3709,3661726.2431,2059491.9244,2499,238599,95.477791116,91.0,121.0,3.09550251553406,1.16000008583069,2.82999992370605,0.7284771370322409,110.862632261449
3710,3710,3661734.8209,2059591.1816,2495,224082,89.81242485,89.0,121.0,3.12989949760725,0.519999980926514,3.17000007629395,0.371033226125803,136.285040917708
3711,3711,3661743.3737,2059690.4415,2496,225350,90.28445512799999,90.0,121.0,2.9994710320489504,0.829999923706055,2.72000002861023,0.8180143670730241,146.72523245823498
3712,3712,3661751.9601,2059789.698,2495,232693,93.263727455,92.0,121.0,2.7622999948263196,0.8099999427795409,2.7300000190734903,0.6331172215798871,162.690560693118
3713,3713,3661760.5132,2059888.958,2495,229707,92.06693386799999,91.0,121.0,2.6523366753180397,0.509999990463257,2.50999999046326,0.35494061372238206,96.7716684176054
3714,3714,3661769.0749,2059988.2173,2496,225968,90.53205128200001,91.0,123.0,3.33562814350703,1.62999987602234,2.50999999046326,0.879123808942436,203.937062251325
3715,3715,3661777.6533,2060087.4749,2509,229662,91.53527301700001,92.0,123.0,3.8300493935008104,0.690000057220459,4.11999988555908,0.37476368664223497,263.634385247878
3716,3716,3661786.2577,2060187.175,2512,231696,92.23566879,92.0,123.0,3.82819754223765,0.5700001716613771,3.83999991416931,0.407937700181832,248.03637602182098
3717,3717,3661794.847,2060286.5429,2499,232236,92.931572629,92.0,123.0,3.95561407024699,0.549999952316284,3.9000000953674303,0.357276089120666,165.753174926404
3718,3718,3661803.4092,2060385.8024,2495,227299,91.10180360700001,89.0,123.0,4.19369341560345,0.5,4.23999977111816,0.201464328339239,183.02080736598202
3719,3719,3661811.9715,2060485.0621,2496,234598,93.989583333,93.0,121.0,4.23640703615831,1.10999989509583,4.23999977111816,0.7698187682187959,261.69143400409
3720,3720,3661820.559,2060584.3192,2499,233364,93.382953181,92.0,121.0,4.09365915594842,1.15000009536743,4.349999904632569,1.07851930520962,256.320643511491
3721,3721,3661829.1238,2060683.69,2499,234409,93.80112044799999,92.0,121.0,4.358549986481671,1.04000020027161,4.48999977111816,0.531777883172035,135.047279529572
3722,3722,3661837.7033,2060782.9481,2495,232475,93.176352705,93.0,121.0,4.5130750143528,0.32999992370605497,4.550000190734861,0.176035555209965,84.37458085298542
3723,3723,3661846.2661,2060882.208,2495,241405,96.75551102200001,97.0,121.0,4.7075314978208,0.450000286102295,4.82000017166138,0.32345927174309697,152.02348874858401
3724,3724,3661854.8291,2060981.468,2510,247324,98.535458167,99.0,121.0,4.73955556963697,0.299999713897705,4.78000020980835,0.17433869096416,98.7465849287716
3725,3725,3661863.4514,2061081.1671,2508,280533,111.85526316,98.0,121.0,4.6207444153115995,0.510000228881836,4.57000017166138,0.359229101658459,137.356581219909
3726,3726,3661872.0147,2061180.4272,2496,271448,108.75320513,102.0,121.0,4.446716737627679,0.260000228881836,4.42999982833862,0.118324551301866,181.195229206905
3727,3727,3661880.5781,2061279.6875,2496,245473,98.346554487,94.0,121.0,4.54404523744056,0.23000001907348602,4.48999977111816,0.132727215066552,165.716921402572
3728,3728,3661889.1584,2061378.946,2495,243175,97.46492986,95.0,121.0,4.75395994855647,0.23999977111816398,4.800000190734861,0.12023477949071301,172.58578527991799
3729,3729,3661897.7137,2061478.2073,2495,265596,106.45130261,96.0,121.0,4.7858439212482,0.7600002288818359,4.800000190734861,0.16098115865319398,190.79039434953202
3730,3730,3661906.3026,2061577.4651,2503,290576,116.09109069,104.0,121.0,4.6590025050384405,1.75,4.78000020980835,0.986056586230485,247.796136303066
3731,3731,3661914.8794,2061676.9469,2502,253210,101.20303757,92.0,122.0,5.0744776138618795,4.37999987602234,4.800000190734861,2.1263101484617297,241.268815180555
3732,3732,3661923.4435,2061776.2075,2499,246654,98.70108043200001,93.0,121.0,6.20303256290598,3.99000024795532,4.96999979019165,3.94730200728677,264.614259914647
3733,3733,3661932.0351,2061875.5766,2499,236100,94.477791116,93.0,121.0,4.88887779849426,0.869999885559082,4.65000009536743,0.419580077924336,323.191470826356
3734,3734,3661940.5994,2061974.8374,2509,269719,107.50059785,100.0,121.0,4.58713928265358,0.489999771118164,4.42999982833862,0.338729538412681,227.12268132377997
3735,3735,3661949.2064,2062074.5389,2509,247967,98.83100837,93.0,121.0,4.4978712791263495,0.9899997711181641,4.67999982833862,0.6616328905272011,243.601211922594
3736,3736,3661957.7878,2062173.7981,2499,287800,115.16606643,103.0,121.0,4.26200501422834,0.640000104904175,4.1100001335144,0.438487374823643,180.99852257500802
3737,3737,3661966.3632,2062273.1693,2498,275472,110.27702162,102.0,121.0,4.21713569116353,0.650000095367432,4.01000022888184,0.48765217181501097,172.20866292146
3738,3738,3661974.9281,2062372.4303,2496,249156,99.822115385,94.0,121.0,4.64756282130678,0.849999904632568,4.84999990463257,0.590454519543815,173.91863317645402
3739,3739,3661983.5015,2062471.6906,2502,245323,98.050759392,94.0,121.0,4.7881999790668495,0.849999904632568,4.90999984741211,0.652965143779293,173.872437591553
3740,3740,3661992.0963,2062571.1713,2502,253442,101.29576339,95.0,121.0,5.455597004487151,1.4500002861022903,5.15000009536743,0.845583932617892,175.282114465438
3741,3741,3662000.6533,2062670.4335,2496,243614,97.60176282100001,94.0,121.0,6.688819100509339,1.1799998283386202,6.949999809265139,0.5514468190133871,189.607913415037
3742,3742,3662009.2438,2062769.6922,2495,245429,98.36833667299999,93.0,112.0,7.151604005866179,1.62000036239624,7.300000190734861,0.75312035896799,138.488793688908
3743,3743,3662017.8011,2062868.9545,2506,281645,112.38826816,103.0,112.0,5.60426799239355,3.5799996852874796,6.07000017166138,1.9319073967543199,98.75984982247678
3744,3744,3662026.3987,2062968.5466,2506,260291,103.86711891,102.0,112.0,5.93419355080086,3.78000020980835,5.639999866485599,1.5268134770558999,133.36428999605
3745,3745,3662034.9813,2063067.8064,2498,267869,107.23338671,101.0,112.0,8.08446117391562,4.67000007629395,7.360000133514401,2.2089538205237598,209.16991084201598
3746,3746,3662043.5496,2063167.1791,2500,267366,106.9464,101.0,112.0,10.0189724303128,8.54999971389771,8.52999973297119,3.7105891836018197,242.92062498393798
3747,3747,3662052.1241,2063266.44,2495,285927,114.6,101.0,112.0,14.156240609056699,11.560001373291,10.7399997711182,5.6778748975063005,230.75075854155702
3748,3748,3662060.7071,2063365.7001,2499,271615,108.68947579,103.0,112.0,21.439075000286103,21.1599988937378,22.010000228881804,8.54831689894199,235.64554271697997
3749,3749,3662069.2841,2063465.0722,2499,291526,116.65706283,103.0,112.0,32.528488605989295,20.390001296997102,34.439998626709,9.02498369958599,231.460937538435
3750,3750,3662077.8507,2063564.3341,2495,264306,105.93426854,95.0,112.0,36.8632914672545,6.40000152587891,36.5800018310547,2.4613698780087403,215.10309827028198
3751,3751,3662086.4341,2063663.5945,2496,305259,122.29927885,118.0,112.0,35.925261835207706,28.8499994277954,37.529998779296896,13.555174917205601,255.01052358296903
3752,3752,3662094.9926,2063762.8574,2498,341752,136.8102482,144.0,141.0,17.3408771959463,13.049999237060499,13.979999542236301,7.71457753265113,295.898459183542
3753,3753,3662103.5702,2063862.2298,2514,330631,131.51591090000002,140.0,111.0,15.324296303737302,11.690000534057601,12.9499998092651,5.25232636634214,257.124158671297
3754,3754,3662112.2049,2063961.9302,2508,276604,110.28867624,102.0,111.0,14.057475257627999,5.17000007629395,13.3000001907349,1.93945353677367,263.859614192849
3755,3755,3662120.7638,2064061.1934,2496,275025,110.18629808,97.0,111.0,15.006516286902599,4.21000003814697,15.25,2.26543391408179,222.544253758022
3756,3756,3662129.3312,2064160.4558,2495,244975,98.186372745,93.0,111.0,18.064296470814604,5.0499992370605495,17.1599998474121,2.63763371772652,141.684425641544
3757,3757,3662137.9238,2064259.7157,2495,256320,102.73346693,97.0,111.0,18.091654136963697,4.91000080108643,17.2199993133545,2.14527001652054,115.757100154583
3758,3758,3662146.4832,2064358.9792,2496,248656,99.62179487200001,98.0,111.0,18.6350626646725,5.2799997329711905,18.479999542236303,2.2488141165192004,130.01068711818598
3759,3759,3662155.0426,2064458.2427,2495,260702,104.48977956,98.0,111.0,20.092080185586603,3.54999923706055,18.8199996948242,1.83334172429298,105.19488827507
3760,3760,3662163.6189,2064557.5046,2496,240139,96.20953525600001,97.0,111.0,21.2435929619487,3.57999992370605,20.770000457763697,1.6813549230146598,116.36042910245199
3761,3761,3662172.2037,2064656.7656,2495,244369,97.943486974,97.0,111.0,22.0567839013871,2.29999923706055,21.7099990844727,1.4058643368320802,138.175760796322
3762,3762,3662180.7719,2064756.0285,2503,261102,104.31562125,99.0,111.0,24.157725005149803,3.9599990844726602,24.8799991607666,2.11065430719405,164.35084649086
3763,3763,3662189.3616,2064855.5118,2516,262659,104.39546899999999,99.0,111.0,25.125257984133302,0.6000003814697271,25.2299995422363,0.35785592688334494,180.88660304376498
3764,3764,3662197.9893,2064955.2138,2509,347282,138.41450777,148.0,111.0,25.636814842695102,0.44999885559082003,25.719999313354503,0.304390704995136,176.152489161786
3765,3765,3662206.5496,2065054.4778,2499,208099,83.272909164,88.0,111.0,27.0993234973802,4.94000053405762,25.600000381469698,3.28581072583346,169.428966580697
3766,3766,3662215.1289999997,2065153.8511,2499,225291,90.152460984,90.0,111.0,30.357994992631397,1.38999938964844,30.4799995422363,0.492790118793497,139.72046321018
3767,3767,3662223.6979,2065253.1144,2495,226311,90.70581162299999,91.0,111.0,30.780904535073105,0.579999923706055,30.8299999237061,0.27636749781293796,158.212436314204
3768,3768,3662232.2836,2065352.376,2499,262660,105.10604242,94.0,111.0,31.9141606352383,2.51000022888184,32.240001678466804,1.35194238842953,168.658947975713
3769,3769,3662240.8635,2065451.7496,2499,252985,101.2344938,97.0,111.0,33.6097008854968,4.09000015258789,33.439998626709,1.85631618728661,154.827887232464
3770,3770,3662249.4328,2065551.013,2502,280655,112.17226219,100.0,111.0,35.3001754062815,5.9100017547607395,35.189998626709,2.4117280277692004,163.855073981417
3771,3771,3662258.0402,2065650.4952,2502,267417,106.88129496,100.0,111.0,37.7435910327179,2.7900009155273398,37.930000305175795,1.4809738339628702,170.496760912964
3772,3772,3662266.6015,2065749.7597,2503,264826,105.80343588,100.0,111.0,39.874764227098,2.05999755859375,39.2000007629395,1.0645543320599,161.902343541754
3773,3773,3662275.2008,2065849.2429,2505,279181,111.449501,101.0,111.0,42.094193508252296,2.90999984741211,42.4099998474121,1.5128117916601798,189.520904541016
3774,3774,3662283.773,2065948.6177,2500,260234,104.0936,101.0,111.0,44.196950073242206,3.15999984741211,44.220001220703104,1.5315211382508302,188.34376258850102
3775,3775,3662292.3680000002,2066047.879,2495,294904,118.19799599,104.0,111.0,46.6954521869295,2.94000244140625,46.529998779296896,1.4749690372889999,152.864893659275
3776,3776,3662300.9299,2066147.1438,2499,273897,109.60264106,103.0,111.0,48.624174966812106,3.0999984741210898,48.0999984741211,1.43659308344126,145.74380279541
3777,3777,3662309.5108,2066246.5180000002,2499,257290,102.95718287,100.0,111.0,51.081449937820395,3.6100006103515603,51.3499984741211,1.6939233475923503,141.227323255539
3778,3778,3662318.0812,2066345.7821,2495,273155,109.48096192,103.0,111.0,52.7352512014571,4.38999938964844,51.029998779296896,2.32168588761109,124.35190788345699
3779,3779,3662326.6601,2066445.0453,2496,258080,103.3974359,99.0,111.0,54.6787185668945,2.47000122070312,55.209999084472706,1.35721836287772,111.322411273592
3780,3780,3662335.2392,2066544.3087,2498,284358,113.83426741,105.0,111.0,56.213408534688206,2.93000030517578,56.7000007629395,1.4521788523011898,123.914269258504
3781,3781,3662343.8207,2066643.6832,2499,266908,106.80592237,99.0,112.0,57.330324974060105,2.9499969482421897,56.689998626709006,1.4339117611944698,124.37068698883101
3782,3782,3662352.3833,2066742.9484,2514,256599,102.06801909,99.0,112.0,59.056592606909504,3.67000198364258,59.2400016784668,1.6191907703140602,130.885201668445
3783,3783,3662361.0326,2066842.7612,2508,343013,136.76754386,143.0,112.0,61.155358095522296,3.93000030517578,62.0,1.86137365470698,131.671898264944
3784,3784,3662369.5955,2066942.0266,2499,336765,134.75990396,143.0,112.0,63.167092794165,4.71000289916992,63.2400016784668,2.08140198464382,137.843505840254
3785,3785,3662378.1669,2067041.2912,2496,269511,107.97716346,101.0,111.0,67.6083166419561,7.03000640869141,65.2900009155273,3.98089222931982,164.63167614193998
